"ID_STOP","M_P_STOPS_DIST"
"14906","771"
"14914","943"
"14919","1253"
"14924","1484"
"14928","1986"
"14932","2059"
"14968","7368"
"14981",""
"14986",""
"15469","7805"
"15482","4202"
"15484","4739"
"15490","5334"
"15495","5977"
"15499","6383"
"15504","6769"
"15537","8743"
"15538","9029"
"15541","9394"
"15543","9692"
"15555","8414"
"15656","342"
"15660","115"
"15675","455"
"16775","8503"
"16784","4088"
"16785","5184"
"27166",""
"27167",""
"27169","1904"
"27171","2152"
