"ID_STOP","M_P_STOPS_DIST"
"14906","1736"
"14914","1121"
"14919","678"
"14924","403"
"14928","163"
"14932","408"
"14968","6184"
"14981",""
"14986",""
"15469","6600"
"15482","3310"
"15484","3875"
"15490","4295"
"15495","4879"
"15499","5255"
"15504","5618"
"15537","7678"
"15538","8021"
"15541","8440"
"15543","8718"
"15555","7232"
"15656","2196"
"15660","1751"
"15675","1725"
"16775","7356"
"16784","3288"
"16785","4231"
"27166",""
"27167",""
"27169","1054"
"27171","648"
