"ID_STOP","M_P_STOPS_DIST"
"14906","1228"
"14914","1803"
"14919","2231"
"14924","2501"
"14928","3002"
"14932","2998"
"14968","7626"
"14981",""
"14986",""
"15469","8066"
"15482","4431"
"15484","4902"
"15490","5573"
"15495","6223"
"15499","6634"
"15504","7022"
"15537","8879"
"15538","9118"
"15541","9436"
"15543","9743"
"15555","8645"
"15656","922"
"15660","1262"
"15675","1177"
"16775","8705"
"16784","4270"
"16785","5374"
"27166",""
"27167",""
"27169","2573"
"27171","3017"
