"ID_STOP","M_P_STOPS_DIST"
"14906","929"
"14914","315"
"14919","133"
"14924","406"
"14928","891"
"14932","902"
"14968","6355"
"14981",""
"14986",""
"15469","6786"
"15482","3278"
"15484","3840"
"15490","4365"
"15495","4990"
"15499","5387"
"15504","5766"
"15537","7788"
"15538","8101"
"15541","8493"
"15543","8783"
"15555","7407"
"15656","1492"
"15660","1058"
"15675","944"
"16775","7512"
"16784","3204"
"16785","4251"
"27166",""
"27167",""
"27169","839"
"27171","980"
