"ID_STOP","M_P_STOPS_DIST"
"14906","1692"
"14914","2275"
"14919","2706"
"14924","2973"
"14928","3405"
"14932","3301"
"14968","6898"
"14981",""
"14986",""
"15469","7333"
"15482","3797"
"15484","4180"
"15490","4888"
"15495","5522"
"15499","5924"
"15504","6304"
"15537","8029"
"15538","8228"
"15541","8508"
"15543","8819"
"15555","7876"
"15656","1998"
"15660","2158"
"15675","1873"
"16775","7911"
"16784","3604"
"16785","4653"
"27166",""
"27167",""
"27169","2643"
"27171","3225"
