"ID_STOP","M_P_STOPS_DIST"
"14906","1578"
"14914","1330"
"14919","1313"
"14924","1368"
"14928","1433"
"14932","1185"
"14968","5143"
"14981",""
"14986",""
"15469","5579"
"15482","2012"
"15484","2570"
"15490","3121"
"15495","3758"
"15499","4162"
"15504","4546"
"15537","6542"
"15538","6845"
"15541","7229"
"15543","7522"
"15555","6192"
"15656","2463"
"15660","2120"
"15675","1821"
"16775","6286"
"16784","1931"
"16785","2991"
"27166",""
"27167",""
"27169","474"
"27171","973"
