"ID_STOP","M_P_STOPS_DIST"
"14906","488"
"14914","736"
"14919","1108"
"14924","1364"
"14928","1871"
"14932","1909"
"14968","7102"
"14981",""
"14986",""
"15469","7540"
"15482","3929"
"15484","4463"
"15490","5064"
"15495","5708"
"15499","6116"
"15504","6503"
"15537","8469"
"15538","8753"
"15541","9115"
"15543","9414"
"15555","8147"
"15656","506"
"15660","215"
"15675","171"
"16775","8234"
"16784","3812"
"16785","4910"
"27166",""
"27167",""
"27169","1672"
"27171","1976"
