"ID_STOP","M_P_STOPS_DIST"
"14906","1318"
"14914","895"
"14919","773"
"14924","810"
"14928","934"
"14932","726"
"14968","5600"
"14981",""
"14986",""
"15469","6032"
"15482","2529"
"15484","3093"
"15490","3609"
"15495","4233"
"15499","4631"
"15504","5010"
"15537","7032"
"15538","7346"
"15541","7740"
"15543","8029"
"15555","6652"
"15656","2116"
"15660","1723"
"15675","1489"
"16775","6755"
"16784","2465"
"16785","3498"
"27166",""
"27167",""
"27169","86"
"27171","587"
