"ID_STOP","M_P_STOPS_DIST"
"14906","77"
"14914","646"
"14919","1088"
"14924","1364"
"14928","1851"
"14932","1828"
"14968","6750"
"14981",""
"14986",""
"15469","7189"
"15482","3562"
"15484","4086"
"15490","4704"
"15495","5351"
"15499","5760"
"15504","6149"
"15537","8095"
"15538","8372"
"15541","8727"
"15543","9028"
"15555","7791"
"15656","838"
"15660","634"
"15675","253"
"16775","7872"
"16784","3435"
"16785","4540"
"27166",""
"27167",""
"27169","1430"
"27171","1843"
