"ID_STOP","M_P_STOPS_DIST"
"14906","1585"
"14914","2175"
"14919","2609"
"14924","2878"
"14928","3318"
"14932","3222"
"14968","6941"
"14981",""
"14986",""
"15469","7376"
"15482","3821"
"15484","4217"
"15490","4922"
"15495","5559"
"15499","5962"
"15504","6345"
"15537","8088"
"15538","8293"
"15541","8578"
"15543","8889"
"15555","7924"
"15656","1868"
"15660","2034"
"15675","1756"
"16775","7963"
"16784","3631"
"16785","4691"
"27166",""
"27167",""
"27169","2580"
"27171","3154"
