"ID_STOP","M_P_STOPS_DIST"
"14906","905"
"14914","1258"
"14919","1613"
"14924","1857"
"14928","2362"
"14932","2419"
"14968","7578"
"14981",""
"14986",""
"15469","8017"
"15482","4390"
"15484","4911"
"15490","5531"
"15495","6179"
"15499","6588"
"15504","6976"
"15537","8921"
"15538","9194"
"15541","9545"
"15543","9847"
"15555","8619"
"15656","65"
"15660","487"
"15675","647"
"16775","8700"
"16784","4261"
"16785","5366"
"27166",""
"27167",""
"27169","2190"
"27171","2496"
