"ID_STOP","M_P_STOPS_DIST"
"14906","1772"
"14914","1228"
"14919","897"
"14924","744"
"14928","521"
"14932","248"
"14968","5565"
"14981",""
"14986",""
"15469","5986"
"15482","2663"
"15484","3228"
"15490","3654"
"15495","4245"
"15499","4626"
"15504","4993"
"15537","7047"
"15538","7386"
"15541","7801"
"15543","8081"
"15555","6616"
"15656","2454"
"15660","2023"
"15675","1874"
"16775","6735"
"16784","2645"
"16785","3586"
"27166",""
"27167",""
"27169","598"
"27171","18"
